Student_ID,Assignment_ID,Subject,Submitted,Submission_Delay,Score
STU0036,ASSIGN0180,Chemistry,No,9,11
STU0037,ASSIGN0181,Mathematics,Yes,2,59
STU0037,ASSIGN0182,Physics,Yes,2,47
STU0037,ASSIGN0183,Physics,No,9,38
STU0037,ASSIGN0184,Chemistry,Yes,5,86
STU0037,ASSIGN0185,Chemistry,Yes,1,98
STU0038,ASSIGN0186,Chemistry,Yes,1,64
STU0038,ASSIGN0187,Physics,Yes,2,60
STU0038,ASSIGN0188,Mathematics,Yes,2,68
STU0038,ASSIGN0189,Biology,Yes,1,99
STU0038,ASSIGN0190,Mathematics,No,13,9
STU0039,ASSIGN0191,Chemistry,No,14,6
STU0039,ASSIGN0192,Physics,No,15,0
STU0039,ASSIGN0193,Physics,No,14,15
STU0039,ASSIGN0194,Chemistry,Yes,3,57
STU0039,ASSIGN0195,Biology,Yes,5,40
STU0040,ASSIGN0196,Physics,No,9,31
STU0040,ASSIGN0197,Chemistry,Yes,3,68
STU0040,ASSIGN0198,Biology,No,6,23
STU0040,ASSIGN0199,Chemistry,No,9,12
STU0040,ASSIGN0200,Biology,No,12,30
STU0041,ASSIGN0201,Physics,No,13,40
STU0041,ASSIGN0202,Chemistry,Yes,3,52
STU0041,ASSIGN0203,Mathematics,No,7,25
STU0041,ASSIGN0204,Chemistry,No,14,18
STU0041,ASSIGN0205,Biology,No,11,40
STU0042,ASSIGN0206,Biology,Yes,3,57
STU0042,ASSIGN0207,Physics,Yes,5,52
STU0042,ASSIGN0208,Mathematics,No,7,16
STU0042,ASSIGN0209,Physics,Yes,0,58
STU0042,ASSIGN0210,Physics,Yes,2,73
STU0043,ASSIGN0211,Mathematics,Yes,3,96
STU0043,ASSIGN0212,Physics,No,8,10
STU0043,ASSIGN0213,Chemistry,Yes,5,59
STU0043,ASSIGN0214,Biology,Yes,1,72
STU0043,ASSIGN0215,Mathematics,No,7,19
STU0044,ASSIGN0216,Chemistry,Yes,4,64
STU0044,ASSIGN0217,Physics,Yes,3,89
STU0044,ASSIGN0218,Chemistry,No,8,3
STU0044,ASSIGN0219,Physics,No,9,13
STU0044,ASSIGN0220,Physics,No,7,24
STU0045,ASSIGN0221,Mathematics,No,6,15
STU0045,ASSIGN0222,Physics,No,13,14
STU0045,ASSIGN0223,Physics,No,14,0
STU0045,ASSIGN0224,Biology,No,6,18
STU0045,ASSIGN0225,Physics,Yes,2,47
STU0046,ASSIGN0226,Chemistry,No,13,4
STU0046,ASSIGN0227,Physics,No,12,21
STU0046,ASSIGN0228,Mathematics,Yes,4,83
STU0046,ASSIGN0229,Chemistry,Yes,0,99
STU0046,ASSIGN0230,Mathematics,Yes,0,41
STU0047,ASSIGN0231,Biology,Yes,0,46
STU0047,ASSIGN0232,Mathematics,Yes,4,64
STU0047,ASSIGN0233,Mathematics,Yes,0,100
STU0047,ASSIGN0234,Biology,Yes,5,79
STU0047,ASSIGN0235,Chemistry,Yes,2,60
STU0048,ASSIGN0236,Physics,Yes,3,83
STU0048,ASSIGN0237,Chemistry,No,13,1
STU0048,ASSIGN0238,Chemistry,No,13,26
STU0048,ASSIGN0239,Biology,Yes,1,79
STU0048,ASSIGN0240,Chemistry,Yes,3,48
STU0049,ASSIGN0241,Chemistry,No,15,1
STU0049,ASSIGN0242,Biology,Yes,5,77
STU0049,ASSIGN0243,Physics,No,12,23
STU0049,ASSIGN0244,Chemistry,Yes,1,58
STU0049,ASSIGN0245,Mathematics,No,8,1
STU0050,ASSIGN0246,Physics,Yes,0,84
STU0050,ASSIGN0247,Mathematics,Yes,0,52
STU0050,ASSIGN0248,Physics,Yes,2,65
STU0050,ASSIGN0249,Mathematics,Yes,5,41
STU0050,ASSIGN0250,Chemistry,Yes,1,87
STU0051,ASSIGN0251,Mathematics,Yes,4,94
STU0051,ASSIGN0252,Biology,Yes,2,58
STU0051,ASSIGN0253,Physics,No,12,40
STU0051,ASSIGN0254,Chemistry,No,15,40
STU0051,ASSIGN0255,Chemistry,Yes,0,84
STU0052,ASSIGN0256,Chemistry,No,7,22
STU0052,ASSIGN0257,Physics,No,9,35
STU0052,ASSIGN0258,Physics,No,13,28
STU0052,ASSIGN0259,Biology,No,7,32
STU0052,ASSIGN0260,Mathematics,Yes,5,50
STU0053,ASSIGN0261,Mathematics,No,9,28
STU0053,ASSIGN0262,Physics,Yes,5,76
STU0053,ASSIGN0263,Chemistry,No,10,39
STU0053,ASSIGN0264,Chemistry,Yes,3,50
STU0053,ASSIGN0265,Biology,No,10,28
STU0054,ASSIGN0266,Chemistry,No,9,39
STU0054,ASSIGN0267,Physics,Yes,5,78
STU0054,ASSIGN0268,Physics,Yes,1,88
STU0054,ASSIGN0269,Chemistry,Yes,1,75
STU0054,ASSIGN0270,Mathematics,No,9,19
STU0055,ASSIGN0271,Biology,No,7,7
STU0055,ASSIGN0272,Chemistry,No,6,5
STU0055,ASSIGN0273,Physics,No,10,16
STU0055,ASSIGN0274,Mathematics,No,11,9
STU0055,ASSIGN0275,Mathematics,No,13,40
STU0056,ASSIGN0276,Chemistry,Yes,0,40
STU0056,ASSIGN0277,Chemistry,No,14,5
STU0056,ASSIGN0278,Biology,No,11,30
STU0056,ASSIGN0279,Mathematics,Yes,2,55
STU0056,ASSIGN0280,Physics,No,8,23
STU0057,ASSIGN0281,Biology,No,6,23
STU0057,ASSIGN0282,Chemistry,No,10,33
STU0057,ASSIGN0283,Biology,No,15,14
STU0057,ASSIGN0284,Mathematics,No,15,16
STU0057,ASSIGN0285,Biology,No,7,36
STU0058,ASSIGN0286,Chemistry,No,12,27
STU0058,ASSIGN0287,Physics,Yes,4,57
STU0058,ASSIGN0288,Chemistry,No,8,27
STU0058,ASSIGN0289,Chemistry,Yes,5,73
STU0058,ASSIGN0290,Biology,No,13,11
STU0059,ASSIGN0291,Biology,Yes,0,46
STU0059,ASSIGN0292,Mathematics,No,14,32
STU0059,ASSIGN0293,Biology,No,14,1
STU0059,ASSIGN0294,Physics,Yes,0,60
STU0059,ASSIGN0295,Mathematics,Yes,4,98
STU0060,ASSIGN0296,Mathematics,No,9,19
STU0060,ASSIGN0297,Chemistry,Yes,2,46
STU0060,ASSIGN0298,Chemistry,No,15,18
STU0060,ASSIGN0299,Mathematics,No,12,32
STU0060,ASSIGN0300,Mathematics,Yes,3,42
STU0061,ASSIGN0301,Biology,Yes,1,72
STU0061,ASSIGN0302,Biology,No,13,33
STU0061,ASSIGN0303,Biology,No,8,18
STU0061,ASSIGN0304,Physics,No,15,24
STU0061,ASSIGN0305,Physics,Yes,0,96
STU0062,ASSIGN0306,Mathematics,Yes,1,65
STU0062,ASSIGN0307,Biology,Yes,4,89
STU0062,ASSIGN0308,Mathematics,No,15,7
STU0062,ASSIGN0309,Physics,Yes,3,66
STU0062,ASSIGN0310,Mathematics,No,10,8
STU0063,ASSIGN0311,Chemistry,Yes,2,79
STU0063,ASSIGN0312,Chemistry,Yes,0,74
STU0063,ASSIGN0313,Chemistry,No,12,6
STU0063,ASSIGN0314,Chemistry,Yes,2,63
STU0063,ASSIGN0315,Mathematics,Yes,5,71
STU0064,ASSIGN0316,Physics,Yes,5,94
STU0064,ASSIGN0317,Mathematics,Yes,4,95
STU0064,ASSIGN0318,Chemistry,No,12,7
STU0064,ASSIGN0319,Chemistry,No,11,23
STU0064,ASSIGN0320,Physics,No,14,28
STU0065,ASSIGN0321,Biology,No,15,6
STU0065,ASSIGN0322,Mathematics,No,6,8
STU0065,ASSIGN0323,Mathematics,Yes,0,82
STU0065,ASSIGN0324,Mathematics,No,13,4
STU0065,ASSIGN0325,Biology,No,12,19
STU0066,ASSIGN0326,Biology,No,15,13
STU0066,ASSIGN0327,Mathematics,Yes,3,55
STU0066,ASSIGN0328,Chemistry,No,9,22
STU0066,ASSIGN0329,Mathematics,Yes,4,46
STU0066,ASSIGN0330,Chemistry,Yes,2,40
STU0067,ASSIGN0331,Mathematics,No,7,22
STU0067,ASSIGN0332,Biology,Yes,4,77
STU0067,ASSIGN0333,Physics,Yes,5,94
STU0067,ASSIGN0334,Mathematics,No,15,23
STU0067,ASSIGN0335,Mathematics,Yes,1,60
STU0068,ASSIGN0336,Chemistry,No,9,16
STU0068,ASSIGN0337,Mathematics,Yes,1,69
STU0068,ASSIGN0338,Mathematics,Yes,4,75
STU0068,ASSIGN0339,Biology,No,8,22
STU0068,ASSIGN0340,Chemistry,Yes,4,77
STU0069,ASSIGN0341,Physics,No,6,22
STU0069,ASSIGN0342,Chemistry,No,14,28
STU0069,ASSIGN0343,Chemistry,Yes,1,93
STU0069,ASSIGN0344,Physics,No,12,33
STU0069,ASSIGN0345,Mathematics,No,13,16
STU0070,ASSIGN0346,Mathematics,No,7,2
STU0070,ASSIGN0347,Mathematics,No,10,23
STU0070,ASSIGN0348,Mathematics,No,12,9
STU0070,ASSIGN0349,Chemistry,Yes,1,91
STU0070,ASSIGN0350,Mathematics,No,11,8
STU0071,ASSIGN0351,Physics,No,6,19
STU0071,ASSIGN0352,Physics,No,12,37
STU0071,ASSIGN0353,Mathematics,No,12,25
STU0071,ASSIGN0354,Mathematics,No,10,4
STU0071,ASSIGN0355,Chemistry,No,14,36
STU0072,ASSIGN0356,Physics,No,11,8
STU0072,ASSIGN0357,Mathematics,No,11,25
STU0072,ASSIGN0358,Mathematics,Yes,5,63
STU0072,ASSIGN0359,Chemistry,No,10,11
STU0072,ASSIGN0360,Biology,No,11,36
STU0073,ASSIGN0361,Biology,Yes,0,43
STU0073,ASSIGN0362,Chemistry,No,12,27
STU0073,ASSIGN0363,Physics,Yes,5,44
STU0073,ASSIGN0364,Physics,No,9,22
STU0073,ASSIGN0365,Physics,No,9,17
STU0074,ASSIGN0366,Biology,No,12,17
STU0074,ASSIGN0367,Mathematics,Yes,1,82
STU0074,ASSIGN0368,Biology,Yes,4,97
STU0074,ASSIGN0369,Mathematics,Yes,4,81
STU0074,ASSIGN0370,Chemistry,No,15,38
STU0075,ASSIGN0371,Chemistry,Yes,1,62
STU0075,ASSIGN0372,Physics,No,14,22
STU0075,ASSIGN0373,Chemistry,No,12,16
STU0075,ASSIGN0374,Mathematics,Yes,1,90
STU0075,ASSIGN0375,Physics,Yes,2,95
STU0076,ASSIGN0376,Mathematics,No,10,39
STU0076,ASSIGN0377,Mathematics,No,7,10
STU0076,ASSIGN0378,Physics,Yes,0,91
STU0076,ASSIGN0379,Biology,Yes,3,93
STU0076,ASSIGN0380,Physics,No,8,37
STU0077,ASSIGN0381,Chemistry,No,9,1
STU0077,ASSIGN0382,Physics,No,13,38
STU0077,ASSIGN0383,Chemistry,Yes,1,47
STU0077,ASSIGN0384,Physics,No,11,33
STU0077,ASSIGN0385,Biology,No,7,36
STU0078,ASSIGN0386,Biology,No,13,34
STU0078,ASSIGN0387,Chemistry,Yes,3,87
STU0078,ASSIGN0388,Mathematics,Yes,1,51
STU0078,ASSIGN0389,Physics,Yes,4,58
STU0078,ASSIGN0390,Physics,Yes,5,87
STU0079,ASSIGN0391,Mathematics,Yes,1,84
STU0079,ASSIGN0392,Biology,No,14,40
STU0079,ASSIGN0393,Physics,Yes,0,63
STU0079,ASSIGN0394,Chemistry,No,12,37
STU0079,ASSIGN0395,Chemistry,No,15,19
STU0080,ASSIGN0396,Biology,No,10,7
STU0080,ASSIGN0397,Physics,No,10,27
STU0080,ASSIGN0398,Physics,Yes,2,87
STU0080,ASSIGN0399,Biology,Yes,0,67
STU0080,ASSIGN0400,Chemistry,Yes,2,56
STU0081,ASSIGN0401,Physics,Yes,2,93
STU0081,ASSIGN0402,Physics,No,8,27
STU0081,ASSIGN0403,Biology,No,6,34
STU0081,ASSIGN0404,Mathematics,Yes,5,90
STU0081,ASSIGN0405,Mathematics,No,10,18
STU0082,ASSIGN0406,Biology,No,9,32
STU0082,ASSIGN0407,Mathematics,No,8,0
STU0082,ASSIGN0408,Mathematics,No,9,15
STU0082,ASSIGN0409,Chemistry,No,7,10
STU0082,ASSIGN0410,Chemistry,No,15,19
STU0083,ASSIGN0411,Mathematics,No,8,14
STU0083,ASSIGN0412,Physics,No,12,24
STU0083,ASSIGN0413,Chemistry,Yes,3,92
STU0083,ASSIGN0414,Chemistry,Yes,3,73
STU0083,ASSIGN0415,Chemistry,Yes,4,50
STU0084,ASSIGN0416,Biology,No,14,11
STU0084,ASSIGN0417,Biology,No,12,20
STU0084,ASSIGN0418,Biology,Yes,4,80
STU0084,ASSIGN0419,Physics,Yes,3,96
STU0084,ASSIGN0420,Physics,No,7,13
STU0085,ASSIGN0421,Physics,No,9,0
STU0085,ASSIGN0422,Mathematics,No,11,30
STU0085,ASSIGN0423,Mathematics,Yes,2,51
STU0085,ASSIGN0424,Physics,Yes,4,48
STU0085,ASSIGN0425,Biology,No,11,5
STU0086,ASSIGN0426,Mathematics,No,15,25
STU0086,ASSIGN0427,Physics,No,14,29
STU0086,ASSIGN0428,Physics,No,15,19
STU0086,ASSIGN0429,Chemistry,No,13,8
STU0086,ASSIGN0430,Biology,Yes,3,67
STU0087,ASSIGN0431,Biology,No,12,40
STU0087,ASSIGN0432,Biology,No,15,6
STU0087,ASSIGN0433,Biology,No,10,3
STU0087,ASSIGN0434,Physics,No,10,23
STU0087,ASSIGN0435,Biology,Yes,1,59
STU0088,ASSIGN0436,Biology,Yes,0,95
STU0088,ASSIGN0437,Physics,Yes,1,58
STU0088,ASSIGN0438,Biology,Yes,4,67
STU0088,ASSIGN0439,Mathematics,Yes,5,48
STU0088,ASSIGN0440,Physics,No,11,28
STU0089,ASSIGN0441,Physics,No,12,9
STU0089,ASSIGN0442,Chemistry,No,13,36
STU0089,ASSIGN0443,Physics,Yes,2,96
STU0089,ASSIGN0444,Physics,No,8,25
STU0089,ASSIGN0445,Biology,No,9,23
STU0090,ASSIGN0446,Mathematics,Yes,1,78
STU0090,ASSIGN0447,Mathematics,Yes,3,64
STU0090,ASSIGN0448,Biology,No,13,5
STU0090,ASSIGN0449,Physics,No,8,6
STU0090,ASSIGN0450,Biology,Yes,4,88
STU0091,ASSIGN0451,Chemistry,Yes,4,98
STU0091,ASSIGN0452,Biology,No,9,16
STU0091,ASSIGN0453,Chemistry,Yes,4,45
STU0091,ASSIGN0454,Biology,No,13,24
STU0091,ASSIGN0455,Chemistry,Yes,4,74
STU0092,ASSIGN0456,Biology,No,13,9
STU0092,ASSIGN0457,Physics,Yes,3,71
STU0092,ASSIGN0458,Biology,No,6,4
STU0092,ASSIGN0459,Mathematics,No,12,27
STU0092,ASSIGN0460,Biology,No,11,13
STU0093,ASSIGN0461,Chemistry,No,15,29
STU0093,ASSIGN0462,Physics,No,10,38
STU0093,ASSIGN0463,Biology,Yes,1,70
STU0093,ASSIGN0464,Mathematics,Yes,3,70
STU0093,ASSIGN0465,Biology,No,7,39
STU0094,ASSIGN0466,Physics,Yes,5,73
STU0094,ASSIGN0467,Biology,Yes,4,94
STU0094,ASSIGN0468,Chemistry,No,6,11
STU0094,ASSIGN0469,Mathematics,Yes,5,68
STU0094,ASSIGN0470,Mathematics,Yes,1,42
STU0095,ASSIGN0471,Mathematics,Yes,3,47
STU0095,ASSIGN0472,Mathematics,Yes,0,49
STU0095,ASSIGN0473,Biology,Yes,5,62
STU0095,ASSIGN0474,Physics,No,9,28
STU0095,ASSIGN0475,Chemistry,Yes,2,84
STU0096,ASSIGN0476,Mathematics,Yes,5,86
STU0096,ASSIGN0477,Physics,Yes,3,52
STU0096,ASSIGN0478,Physics,No,12,15
STU0096,ASSIGN0479,Biology,Yes,5,77
STU0096,ASSIGN0480,Chemistry,Yes,5,48
STU0097,ASSIGN0481,Physics,Yes,4,77
STU0097,ASSIGN0482,Chemistry,Yes,0,93
STU0097,ASSIGN0483,Biology,No,14,21
STU0097,ASSIGN0484,Chemistry,No,7,36
STU0097,ASSIGN0485,Mathematics,Yes,4,98
STU0098,ASSIGN0486,Biology,No,8,27
STU0098,ASSIGN0487,Physics,No,12,20
STU0098,ASSIGN0488,Biology,No,7,17
STU0098,ASSIGN0489,Physics,No,8,32
STU0098,ASSIGN0490,Physics,No,14,10
STU0099,ASSIGN0491,Mathematics,Yes,5,70
STU0099,ASSIGN0492,Chemistry,Yes,1,45
STU0099,ASSIGN0493,Mathematics,Yes,4,52
STU0099,ASSIGN0494,Physics,Yes,5,98
STU0099,ASSIGN0495,Biology,Yes,1,82
STU0100,ASSIGN0496,Biology,Yes,2,76
STU0100,ASSIGN0497,Biology,No,13,13
STU0100,ASSIGN0498,Biology,No,8,25
STU0100,ASSIGN0499,Mathematics,Yes,4,85
STU0100,ASSIGN0500,Mathematics,Yes,1,95
STU0101,ASSIGN0501,Mathematics,Yes,3,65
STU0101,ASSIGN0502,Biology,Yes,3,51
STU0101,ASSIGN0503,Biology,No,14,0
STU0101,ASSIGN0504,Chemistry,No,14,7
STU0101,ASSIGN0505,Chemistry,No,12,0
STU0102,ASSIGN0506,Physics,No,11,4
STU0102,ASSIGN0507,Biology,No,7,6
STU0102,ASSIGN0508,Chemistry,Yes,4,96
STU0102,ASSIGN0509,Chemistry,Yes,0,79
STU0102,ASSIGN0510,Chemistry,Yes,5,67
STU0103,ASSIGN0511,Mathematics,No,8,30
STU0103,ASSIGN0512,Biology,Yes,2,41
STU0103,ASSIGN0513,Physics,Yes,2,66
STU0103,ASSIGN0514,Biology,Yes,2,79
STU0103,ASSIGN0515,Biology,No,10,8
STU0104,ASSIGN0516,Chemistry,No,7,21
STU0104,ASSIGN0517,Chemistry,No,7,9
STU0104,ASSIGN0518,Chemistry,Yes,2,42
STU0104,ASSIGN0519,Mathematics,Yes,4,79
STU0104,ASSIGN0520,Biology,No,14,33
STU0105,ASSIGN0521,Physics,Yes,5,66
STU0105,ASSIGN0522,Biology,Yes,0,83
STU0105,ASSIGN0523,Physics,Yes,3,91
STU0105,ASSIGN0524,Chemistry,No,10,11
STU0105,ASSIGN0525,Physics,Yes,2,98
STU0106,ASSIGN0526,Chemistry,Yes,3,89
STU0106,ASSIGN0527,Chemistry,No,10,13
STU0106,ASSIGN0528,Biology,No,8,9
STU0106,ASSIGN0529,Mathematics,No,6,20
STU0106,ASSIGN0530,Mathematics,No,14,23
STU0107,ASSIGN0531,Mathematics,Yes,4,46
STU0107,ASSIGN0532,Physics,Yes,2,59
STU0107,ASSIGN0533,Biology,Yes,0,96
STU0107,ASSIGN0534,Biology,No,9,30
STU0107,ASSIGN0535,Mathematics,No,6,29
STU0108,ASSIGN0536,Biology,No,10,18
